historical_index,historical_name,historical_version,normalized_name,present_in_B4B,present_in_P1B,present_in_M1L,historical_agreement,provenance_class,provenance_evidence,provenance_confidence,source_kind,source_locator,source_locator_authority,source_availability,source_query_timestamp,cardiosentinel_reference_class,reference_evidence,reference_locations,dependency_role,necessity_class,necessity_evidence,reconstructibility_class,reconstructibility_evidence,wheel_or_sdist_byte_authority,candidate_v2_disposition,disposition_basis,human_review_required,notes
212,poetry-core,2.2.1,poetry-core,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/poetry-core/2.2.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry)
213,portalocker,3.2.0,portalocker,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/portalocker/3.2.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (qdrant-client)
214,prefect,3.4.25,prefect,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/prefect/3.4.25/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (controlflow); console_scripts=1
215,prettytable,3.18.0,prettytable,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/prettytable/3.18.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
216,prometheus-client,0.23.1,prometheus-client,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/prometheus-client/0.23.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect)
217,prompt-toolkit,3.0.52,prompt-toolkit,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/prompt-toolkit/3.0.52/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (ipython)
218,propcache,0.4.1,propcache,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 122 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/propcache/0.4.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> aiohttp,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> aiohttp,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
219,proto-plus,1.26.1,proto-plus,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/proto-plus/1.26.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 20 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=20 (google-ai-generativelanguage, google-api-core, google-cloud-aiplatform, google-cloud-appengine-logging)"
220,protobuf,5.29.5,protobuf,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 11 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/protobuf/5.29.5/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 30 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=30 (a2a-sdk, google-ai-generativelanguage, google-api-core, google-cloud-aiplatform)"
221,ptyprocess,0.7.0,ptyprocess,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/ptyprocess/0.7.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (pexpect)
222,pure-eval,0.2.3,pure-eval,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pure-eval/0.2.3/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (stack-data)
223,py-spy,0.4.2,py-spy,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 8 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/py-spy/0.4.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
224,pyarrow,21.0.0,pyarrow,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 43 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pyarrow/21.0.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (google-adk, streamlit)"
225,pyasn1,0.6.1,pyasn1,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pyasn1/0.6.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (pyasn1-modules, rsa)"
226,pyasn1-modules,0.4.2,pyasn1-modules,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pyasn1-modules/0.4.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (google-auth)
227,pycparser,2.22,pycparser,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pycparser/2.22/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from soundfile -> cffi,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from soundfile -> cffi,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
228,pydantic,2.13.4,pydantic,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pydantic/2.13.4/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 20 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=20 (a2a-sdk, anthropic, fastapi, fastapi-cloud-cli)"
229,pydantic-core,2.46.4,pydantic-core,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 120 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pydantic-core/2.46.4/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (prefect, pydantic)"
230,pydantic-extra-types,2.10.6,pydantic-extra-types,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pydantic-extra-types/2.10.6/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect)
231,pydantic-settings,2.10.1,pydantic-settings,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pydantic-settings/2.10.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 3 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=3 (controlflow, mcp, prefect)"
232,pydeck,0.9.1,pydeck,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pydeck/0.9.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (streamlit)
233,pydeprecate,0.9.0,pydeprecate,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pydeprecate/0.9.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (rfdetr, supervision); console_scripts=1"
234,pygithub,2.8.1,pygithub,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pygithub/2.8.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
235,pygments,2.19.2,pygments,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pygments/2.19.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,reached via Requires-Dist from declared dev extra (pytest),,TEST_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,in the pytest/ruff dependency closure; absent from the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_TOOLING_FROM_SCIENTIFIC_RUNTIME,"declared dev tooling closure, not in the J1 closure",False,"required_by=5 (ipython, ipython-pygments-lexers, pytest, rich); console_scripts=1"
236,pyjwt,2.10.1,pyjwt,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pyjwt/2.10.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 3 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=3 (mcp, msal, pygithub)"
237,pynacl,1.6.0,pynacl,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 27 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pynacl/1.6.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (paramiko, pygithub)"
238,pyopenssl,26.2.0,pyopenssl,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pyopenssl/26.2.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
239,pyparsing,3.2.3,pyparsing,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pyparsing/3.2.3/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> matplotlib,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> matplotlib,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
240,pypdf,6.5.0,pypdf,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pypdf/6.5.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
241,pypdf2,3.0.1,pypdf2,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pypdf2/3.0.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
242,pyproject-hooks,1.2.0,pyproject-hooks,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pyproject-hooks/1.2.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (build, poetry)"
